,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Misc Feature,Sale Type,SalePrice,Exter Qual and Gr Liv Area
1829,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,PConc,4,1614.0,GasA,1614,1614,2,4,7,0,Attchd,2005.0,2,3.0,878.0,0,WD ,245700,6456
1830,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,2Story,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,630.0,GasA,630,1266,1,3,5,3,Attchd,1980.0,2,1.0,283.0,0,WD ,128000,3798
1831,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,PConc,4,1030.0,GasA,1038,2098,2,5,8,4,Attchd,2005.0,2,3.0,878.0,0,WD ,275500,8392
1832,RL,Pave,0,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,4,PConc,4,978.0,GasA,1005,1983,2,4,9,3,Attchd,1999.0,3,2.0,490.0,0,WD ,225000,7932
1833,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,3,CBlock,4,528.0,GasA,1183,1183,1,3,6,0,Attchd,1959.0,2,1.0,288.0,0,WD ,138000,3549
1834,RM,Pave,0,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,CBlock,3,525.0,GasA,525,1092,1,3,6,0,Detchd,1971.0,1,1.0,264.0,0,WD ,88000,3276
1835,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,5,PConc,4,2153.0,GasA,2069,2643,2,5,9,4,BuiltIn,2006.0,3,3.0,694.0,0,WD ,380000,13215
1836,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,4,PConc,4,1660.0,GasA,1660,1660,2,4,7,4,Attchd,2007.0,3,3.0,660.0,0,WD ,256000,6640
1837,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,900.0,GasA,900,900,1,4,5,0,Detchd,2005.0,1,2.0,576.0,0,WD ,134800,2700
1838,RM,Pave,0,Lvl,Inside,Blueste,Norm,Norm,Twnhs,2Story,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,4,561.0,GasA,561,1229,1,3,5,3,Attchd,1980.0,3,2.0,462.0,0,WD ,121000,3687
1839,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,874.0,GasA,874,1761,3,4,7,0,Attchd,2007.0,3,2.0,578.0,0,New,227875,7044
1840,RL,Pave,0,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,PConc,4,1694.0,GasA,1694,1694,2,4,7,0,Attchd,2008.0,2,3.0,776.0,0,WD ,245350,6776
1841,RM,Pave,0,Lvl,Inside,OldTown,Norm,Norm,Duplex,2Story,5,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,624.0,GasA,624,1248,2,3,8,0,0,1980.0,0,0.0,0.0,0,WD ,93500,3744
1842,RL,Pave,0,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,458.0,GasA,835,835,1,3,5,0,Basment,1920.0,1,1.0,366.0,Shed,COD,83000,2505
1843,RL,Pave,0,Low,Corner,ClearCr,Feedr,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,PConc,4,1580.0,GasA,1079,1953,2,4,9,2,Attchd,1992.0,3,2.0,501.0,0,WD ,240000,7812
1844,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,CBlock,3,592.0,GasA,933,1173,2,3,7,0,Detchd,1920.0,1,1.0,240.0,0,WD ,113000,3519
1845,RL,Pave,0,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,CBlock,3,1215.0,GasA,1215,1215,1,3,6,0,Attchd,1958.0,1,1.0,297.0,0,WD ,155000,3645
1846,RL,Pave,0,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,6,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,912.0,GasA,912,912,1,4,5,0,Detchd,1962.0,1,1.0,288.0,0,WD ,142000,2736
1847,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,PConc,3,884.0,GasA,904,904,1,3,4,0,Detchd,1926.0,1,1.0,180.0,0,WD ,119000,3616
1848,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,6,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,4,983.0,GasA,983,1750,2,3,7,0,Attchd,1989.0,1,1.0,423.0,Shed,WD ,160000,5250
1849,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,839.0,GasA,864,1593,2,3,8,3,Attchd,2004.0,3,2.0,398.0,0,WD ,193000,4779
1850,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,4,PConc,5,1105.0,GasA,1105,2202,2,4,9,3,Attchd,1992.0,2,2.0,517.0,0,WD ,263000,8808
1851,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1310.0,GasA,1310,1310,2,4,6,4,Attchd,2005.0,3,2.0,400.0,0,New,164990,5240
1852,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,948.0,GasA,948,948,1,3,5,3,Detchd,1956.0,1,1.0,280.0,0,WD ,119000,2844
1853,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,4,PConc,4,1372.0,GasA,1448,1448,2,4,6,4,Attchd,2006.0,2,2.0,692.0,0,WD ,238500,5792
1854,RL,Pave,0,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,3,CBlock,4,1533.0,GasA,1533,1533,2,4,5,3,Attchd,1975.0,1,2.0,576.0,0,WD ,280000,4599
1855,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,PConc,4,1511.0,GasA,1565,1565,2,4,5,0,Attchd,2006.0,3,2.0,476.0,0,New,193800,6260
1856,RM,Pave,0,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,PConc,4,1040.0,GasA,1060,1060,1,3,6,3,Attchd,1976.0,1,2.0,572.0,0,WD ,129900,3180
1857,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,990.0,GasA,990,990,1,3,5,0,Detchd,1996.0,1,2.0,672.0,0,WD ,145000,2970
1858,RL,Pave,0,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,PConc,4,1753.0,GasA,1787,1787,2,4,7,3,Attchd,2001.0,2,3.0,748.0,0,WD ,275000,7148
1859,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,3,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,Slab,0,0.0,Wall,1040,1040,2,3,6,0,Detchd,1950.0,1,2.0,400.0,0,WD ,81400,3120
1860,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,4,1089.0,GasW,1089,1089,1,3,5,4,Detchd,1954.0,2,1.0,252.0,0,WD ,125000,3267
1861,RM,Pave,0,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,2,861.0,GasA,861,861,1,3,5,0,Detchd,1920.0,1,2.0,288.0,0,Oth,80000,2583
1862,RL,Pave,0,Bnk,Inside,SWISU,Artery,Norm,1Fam,1Story,5,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203.0,3,BrkTil,3,1107.0,GasA,1296,1296,2,2,5,4,Detchd,1979.0,1,1.0,260.0,0,WD ,104000,3888
1863,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,7,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,PConc,4,1720.0,GasA,1720,1720,2,4,7,3,Attchd,1996.0,3,2.0,527.0,0,WD ,260400,6880
1864,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,4,CBlock,4,725.0,GasA,725,1479,2,4,6,3,Attchd,1981.0,2,2.0,484.0,0,WD ,176000,5916
1865,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,442.0,3,CBlock,3,1040.0,GasA,1040,1040,1,3,6,0,Attchd,1966.0,2,1.0,264.0,0,WD ,123000,3120
1866,RL,Pave,0,Lvl,FR2,NoRidge,Norm,Norm,1Fam,2Story,9,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,4,PConc,5,1519.0,GasA,1533,2172,2,5,8,3,BuiltIn,2000.0,2,3.0,687.0,0,WD ,291000,8688
1867,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,972.0,GasA,972,972,1,3,5,4,Detchd,1948.0,1,1.0,240.0,0,WD ,132000,2916
1868,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,728.0,GasA,728,1456,2,4,8,0,Attchd,2005.0,3,2.0,400.0,0,WD ,176000,4368
1869,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,3,CBlock,3,1048.0,GasA,1728,1728,2,3,7,4,Detchd,1956.0,1,2.0,576.0,0,WD ,177625,5184
1870,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,BrkTil,3,784.0,GasA,949,1221,1,3,7,0,Attchd,1965.0,1,1.0,392.0,0,WD ,104900,3663
1871,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,842.0,GasA,856,1749,2,4,7,0,Attchd,1999.0,2,2.0,515.0,0,WD ,196000,6996
1872,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,5,PConc,5,1577.0,GasA,1577,1577,2,5,6,4,Attchd,2005.0,2,2.0,564.0,0,WD ,280000,7885
1873,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,PConc,4,384.0,GasA,804,1474,2,3,7,3,BuiltIn,1995.0,3,2.0,400.0,Shed,WD ,168500,4422
1874,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,4,781.0,GasA,781,1671,2,3,7,3,Attchd,1995.0,3,2.0,423.0,0,WD ,170000,5013
1875,RL,Pave,0,Lvl,Inside,Mitchel,Artery,Norm,1Fam,1Story,3,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,0,0.0,GasA,2034,2034,1,3,9,0,2Types,1953.0,2,4.0,1041.0,0,WD ,130000,6102
1876,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,989.0,GasA,1245,2009,2,3,7,4,Detchd,1939.0,1,2.0,400.0,0,WD ,150000,6027
1877,RL,Pave,0,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1100.0,GasA,1100,1100,1,3,5,0,Attchd,1996.0,2,2.0,462.0,0,WD ,145000,3300
1878,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,Duplex,1Story,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,1728.0,GasA,1728,1728,2,3,8,0,Detchd,1976.0,1,2.0,560.0,0,WD ,188000,5184
1879,RL,Pave,0,HLS,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,916.0,GasA,916,1600,2,3,7,3,Attchd,1997.0,3,2.0,460.0,0,WD ,169000,4800
1880,RL,Pave,0,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1125.0,GasA,1125,1125,1,3,5,0,Attchd,2007.0,1,2.0,430.0,0,New,155000,3375
1881,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,7,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,PConc,4,1391.0,GasA,1391,1391,2,4,5,0,Attchd,2004.0,2,2.0,530.0,0,WD ,196000,5564
1882,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,854.0,GasA,864,1995,2,4,8,4,BuiltIn,2002.0,3,2.0,435.0,0,WD ,219500,7980
1883,RL,Pave,0,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,728.0,GasA,728,1456,2,4,8,4,Attchd,2005.0,3,2.0,390.0,0,New,170440,5824
1884,RL,Pave,0,Bnk,Corner,Edwards,Norm,Norm,1Fam,2Story,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,3,CBlock,3,690.0,GasA,698,1426,1,3,6,0,Attchd,1977.0,3,2.0,440.0,0,WD ,159500,4278
1886,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,3,PConc,3,1304.0,GasA,1682,1682,2,3,7,4,Attchd,1970.0,1,2.0,530.0,0,WD ,174000,5046
1887,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,7,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,CBlock,3,1277.0,GasA,1277,1277,1,3,5,1,Attchd,1970.0,1,2.0,526.0,0,WD ,167000,3831
1888,RL,Pave,0,Lvl,FR2,NPkVill,Norm,Norm,Twnhs,2Story,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,CBlock,4,855.0,GasA,855,1456,2,3,7,3,Attchd,1976.0,1,2.0,440.0,0,WD ,148500,4368
1889,RL,Pave,0,Lvl,Inside,SawyerW,Feedr,Norm,Duplex,2Story,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,Slab,0,0.0,GasA,1114,2228,2,3,8,0,Detchd,1979.0,1,2.0,720.0,0,WD ,147983,6684
1890,RL,Pave,0,Lvl,Corner,SawyerW,Norm,Norm,TwnhsE,2Story,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,4,626.0,GasA,626,1217,1,3,6,3,Attchd,1980.0,2,1.0,288.0,0,WD ,120000,3651
1891,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,5,1090.0,GasA,1090,1090,1,3,5,0,Attchd,2005.0,3,2.0,450.0,0,WD ,157000,3270
1892,RL,Pave,0,Lvl,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,5,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,2,810.0,GasA,1002,1456,1,3,7,3,Detchd,1954.0,1,1.0,280.0,0,WD ,91500,4368
1893,RL,Pave,0,Lvl,Inside,Edwards,Feedr,Norm,1Fam,1Story,5,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,CBlock,2,796.0,GasA,796,796,1,3,4,0,0,1980.0,0,0.0,0.0,0,WD ,85000,2388
1894,RL,Pave,0,Lvl,Corner,Edwards,Feedr,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1214.0,GasA,1214,1214,1,3,6,0,Detchd,1965.0,1,2.0,461.0,Shed,WD ,140000,3642
1895,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,955.0,GasA,955,955,1,3,6,0,Attchd,1966.0,1,1.0,386.0,0,WD ,127000,2865
1896,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,864.0,GasA,864,1728,2,4,7,0,Attchd,2003.0,2,2.0,673.0,0,WD ,207500,6912
1897,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,2.5Unf,6,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,BrkTil,3,1836.0,GasA,1836,3672,3,4,7,4,Detchd,1993.0,1,2.0,836.0,0,WD ,415000,11016
1898,RL,Pave,0,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132.0,3,CBlock,3,1561.0,GasA,1561,1561,2,3,6,4,Attchd,1960.0,3,2.0,463.0,0,WD ,193000,4683
1899,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,4,702.0,GasA,702,1481,2,3,6,3,Attchd,1994.0,3,2.0,343.0,0,WD ,174000,4443
1900,RL,Pave,0,Lvl,Corner,NAmes,Artery,Norm,1Fam,2Story,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,CBlock,3,699.0,GasA,801,1527,1,3,6,4,Attchd,1948.0,1,2.0,410.0,0,WD ,152500,4581
1901,RL,Pave,0,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,798.0,GasA,798,1640,2,4,6,0,Attchd,2003.0,2,2.0,595.0,0,WD ,183000,6560
1902,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1080.0,GasA,1080,1480,1,3,7,4,Attchd,1951.0,1,1.0,253.0,0,WD ,136500,4440
1903,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,PConc,4,963.0,GasA,963,1792,2,4,7,3,Attchd,2001.0,2,2.0,564.0,0,WD ,231500,7168
1904,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,5,980.0,GasA,1148,1148,1,3,6,0,Detchd,1952.0,1,1.0,308.0,0,WD ,123500,3444
1905,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,PConc,3,816.0,GasA,872,1393,1,3,8,0,Attchd,1955.0,1,1.0,300.0,0,WD ,135500,4179
1906,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0.0,3,CBlock,3,960.0,GasA,1044,1044,1,3,7,2,Detchd,1976.0,1,2.0,528.0,0,WD ,133500,3132
1907,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,1144.0,GasA,1144,1144,1,3,6,0,Detchd,1962.0,1,1.0,336.0,0,COD,124000,3432
1908,RL,Pave,0,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,4,PConc,4,1086.0,GasA,1086,1924,2,4,7,3,Attchd,1998.0,2,2.0,592.0,0,WD ,280000,7696
1909,RL,Pave,0,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,9,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,PConc,4,1393.0,GasA,1422,2599,2,4,10,3,BuiltIn,1999.0,3,3.0,779.0,0,WD ,333168,10396
1910,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,8,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,4,PConc,4,1008.0,GasA,1008,2283,2,4,9,4,BuiltIn,2003.0,3,3.0,632.0,0,WD ,270000,9132
1911,RL,Pave,0,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,795.0,GasA,765,1133,1,3,5,0,Detchd,1989.0,1,2.0,900.0,0,COD,128500,3399
1912,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,4,PConc,4,1398.0,GasA,1398,1398,2,4,5,0,Attchd,1990.0,2,2.0,542.0,0,WD ,172000,5592
1913,RL,Pave,0,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,SFoyer,5,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,PConc,4,782.0,GasA,810,810,1,3,4,0,Detchd,1973.0,1,2.0,576.0,0,WD ,130000,2430
1914,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,4,PConc,4,1306.0,GasA,1306,1306,2,4,5,4,Attchd,2005.0,2,2.0,624.0,0,WD ,196000,5224
1915,RM,Pave,0,Lvl,Inside,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,720.0,GasA,803,803,1,3,5,0,Detchd,1941.0,1,2.0,360.0,0,WD ,87000,2409
1916,RM,Pave,0,HLS,Inside,BrkSide,RRNn,Artery,1Fam,1.5Fin,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,2,910.0,GasA,910,1435,1,3,6,0,Detchd,1950.0,1,1.0,308.0,0,WD ,128250,4305
1917,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1978,1988,Gable,CompShg,Plywood,Plywood,Stone,119.0,3,CBlock,4,1542.0,GasA,2073,2073,2,3,7,3,Attchd,1978.0,1,2.0,500.0,0,WD ,210000,6219
1918,RL,Pave,0,HLS,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,6,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,CBlock,3,854.0,GasA,1096,1991,1,3,7,4,Detchd,1977.0,1,2.0,432.0,0,WD ,220000,5973
1919,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,4,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,3,CBlock,4,1067.0,GasA,1067,1067,2,4,4,0,Attchd,1996.0,1,2.0,436.0,0,WD ,128000,3201
1920,RM,Pave,0,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,5,1900,2006,Gable,CompShg,Stucco,Stucco,None,0.0,3,BrkTil,3,680.0,GasA,680,1174,1,4,6,4,Detchd,2000.0,1,2.0,576.0,0,WD ,135000,3522
1921,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,4,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,4,1680.0,GasA,1689,1689,2,3,6,3,Attchd,1991.0,1,2.0,432.0,0,WD ,228500,5067
1922,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,608.0,GasA,608,1132,1,3,5,0,Detchd,1939.0,1,1.0,240.0,0,WD ,134000,3396
1923,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1956,1956,Hip,CompShg,VinylSd,VinylSd,BrkFace,244.0,3,CBlock,3,1008.0,GasA,1024,1024,1,4,5,3,Attchd,1956.0,1,1.0,313.0,0,WD ,157500,3072
1924,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,372.0,4,PConc,4,1173.0,GasA,1215,2232,2,4,8,3,Attchd,1993.0,2,2.0,623.0,0,WD ,263550,8928
